0.0005487785543434673 - 1.7351009456050675e-5im
0.0005505397864479122 - 1.7406695223390988e-5im
0.0005523105926676407 - 1.7462683700382587e-5im
0.000554091048887688 - 1.751897728632106e-5im
0.0005558812317932959 - 1.757557840580253e-5im
0.0005576812188804718 - 1.763248950905751e-5im
0.0005594910884667144 - 1.768971307229001e-5im
0.0005613109197019104 - 1.7747251598022084e-5im
0.0005631407925794038 - 1.7805107615443798e-5im
0.0005649807879472412 - 1.786328368076878e-5im
0.0005668309875195991 - 1.7921782377595537e-5im
0.0005686914738883914 - 1.7980606317274427e-5im
0.0005705623305350657 - 1.8039758139280658e-5im
0.0005724436418425888 - 1.809924051159322e-5im
0.0005743354931076242 - 1.815905613107992e-5im
0.0005762379705529109 - 1.8219207723888762e-5im
0.0005781511613398382 - 1.8279698045845528e-5im
0.000580075153581229 - 1.834052988285796e-5im
0.0005820100363543296 - 1.8401706051326463e-5im
0.0005839558997140132 - 1.8463229398561567e-5im
0.0005859128347061983 - 1.8525102803208186e-5im
0.0005878809333814907 - 1.858732917567694e-5im
0.0005898602888090479 - 1.8649911458582505e-5im
0.0005918509950906728 - 1.8712852627189243e-5im
0.0005938531473751438 - 1.8776155689864258e-5im
0.0005958668418727791 - 1.8839823688537906e-5im
0.0005978921758702468 - 1.8903859699172042e-5im
0.0005999292477456217 - 1.8968266832236067e-5im
0.0006019781569836932 - 1.9033048233190956e-5im
0.0006040390041915322 - 1.9098207082981418e-5im
0.0006061118911143183 - 1.916374659853631e-5im
0.0006081969206514367 - 1.9229670033277605e-5im
0.0006102941968728445 - 1.929598067763785e-5im
0.0006124038250357184 - 1.9362681859586492e-5im
0.0006145259116013835 - 1.942977694516516e-5im
0.0006166605642525311 - 1.9497269339032038e-5im
0.0006188078919107331 - 1.9565162485015622e-5im
0.0006209680047542552 - 1.9633459866677937e-5im
0.0006231410142361774 - 1.970216500788745e-5im
0.0006253270331028279 - 1.9771281473401916e-5im
0.0006275261754125338 - 1.984081286946122e-5im
0.0006297385565547008 - 1.9910762844390637e-5im
0.0006319642932692207 - 1.9981135089214446e-5im
0.0006342035036662223 - 2.0051933338280396e-5im
0.0006364563072461625 - 2.0123161369894952e-5im
