-2,-1,0,1,2
0.0013278300923985698,0.0003730563064249585,8.621833784265733e-5,1.639095017318694e-5,2.5633150940784403e-6
0.001340328657120777,0.0003771566482756608,8.730228538613643e-5,1.6622972327062294e-5,2.603665160237736e-6
0.0013529279563043177,0.00038129729161686174,8.839875546004881e-5,1.6858068144198953e-5,2.6446173333985906e-6
0.0013656286204079538,0.0003854785748179192,8.950787775696997e-5,1.7096275175963752e-5,2.6861800520499905e-6
0.0013784312819938777,0.0003897008384285269,9.062978312009278e-5,1.7337631387074185e-5,2.7283618642783204e-6
0.001391336575715686,0.0003939644251855015,9.176460355108012e-5,1.758217515952689e-5,2.77117142905895e-6
0.0014043451383061014,0.00039826968001951046,9.291247221794456e-5,1.7829945296556514e-5,2.8146175175613055e-6
0.0014174576085644562,0.0004026169500617318,9.407352346295272e-5,1.8080981026623008e-5,2.8587090144671854e-6
0.0014306746273439247,0.00040700658465045176,9.524789281055428e-5,1.833532200742891e-5,2.903454919302741e-6
0.0014439968375385057,0.00041143893533759256,9.643571697533698e-5,1.8593008329965857e-5,2.948864347784001e-6
0.0014574248840697633,0.00041591435589517534,9.763713387000525e-5,1.8854080522591263e-5,2.9949465331762117e-6
0.001470959413873306,0.0004204332023217129,9.885228261338272e-5,1.9118579555133992e-5,3.0417108276669847e-6
0.001484601075885022,0.00042499583284852913,0.00010008130353843989,1.9386546843030904e-5,3.0891667037534917e-6
0.0014983505210270575,0.00042960260794601375,0.0001013243382003441,1.9658024251492416e-5,3.1373237556436657e-6
0.0015122084021935405,0.0004342538903297956,0.00010258152938453351,1.9933054099699184e-5,3.1861917006716997e-6
0.0015261753742360493,0.0004389500449668502,0.00010385302111481393,2.0211679165027884e-5,3.2357803807277474e-6
0.001540252093948821,0.0004436914390815254,0.000105138958661478,2.0493942687308512e-5,3.286099763702218e-6
0.0015544392200537059,0.0004484784421614947,0.00010643948854944721,2.077988837311093e-5,3.3371599449444197e-6
0.0015687374131848593,0.00045331142596362843,0.00010775475856643516,2.1069560400063046e-5,3.3889711487360894e-6
0.0015831473358731668,0.00045819076451979337,0.00010908491777113314,2.136300342119851e-5,3.441543729779499e-6
0.0015976696525304215,0.0004631168341425604,0.00011043011650141672,2.1660262569336234e-5,3.494888174700633e-6
0.0016123050294332207,0.00046809001343084227,0.00011179050638257292,2.1961383461489824e-5,3.5490151035672504e-6
0.001627054134706611,0.0004731106832754401,0.00011316624033554852,2.2266412203308494e-5,3.6039352714221977e-6
0.0016419176383074604,0.00047817922686450886,0.00011455747258521804,2.2575395393548645e-5,3.6596595698318436e-6
0.0016568962120075612,0.00048329602968893797,0.00011596435866867202,2.2888380128577017e-5,3.7161990284500684e-6
0.0016719905293764773,0.0004884614795476404,0.00011738705544352422,2.320541400690417e-5,3.7735648165975106e-6
0.0016872012657641036,0.000493675966552759,0.00011882572109623797,2.352654513375049e-5,3.8317682448567136e-6
0.0017025290982829674,0.0004989398831347805,0.000120280515150472,2.385182212564222e-5,3.890820766682695e-6
0.001717974705790258,0.0005042536240475576,0.00012175159847544269,2.4181294115040253e-5,3.950733980029679e-6
0.001733538768869574,0.0005096175863732406,0.00012323913329430642,2.451501075499919e-5,4.011519628993505e-6
0.0017492219698124077,0.000515032169527113,0.00012474328319255745,2.485302222385942e-5,4.073189605470452e-6
0.0017650249925993443,0.0005204977752623344,0.0001262642131264436,2.5195379229969393e-5,4.135755950831959e-6
0.0017809485228809955,0.0005260148076745867,0.00012780208943139872,2.5542133016441263e-5,4.199230857616002e-6
0.0017969932479586462,0.0005315836732066195,0.00012935707983049101,2.589333536593681e-5,4.263626671234641e-6
0.001813159856764624,0.0005372047806526993,0.00013092935344288673,2.624903860548704e-5,4.3289558916984445e-6
0.0018294490398424027,0.0005428785411629584,0.00013251908079232993,2.6609295611342017e-5,4.395231175357404e-6
0.0018458614893264035,0.0005486053682476385,0.0001341264338156359,2.697415981385443e-5,4.462465336658827e-6
0.0018623978989215292,0.0005543856777812331,0.00013575158587120038,2.7343685202394036e-5,4.5306713499221e-6
0.0018790589638824195,0.0005602198880065279,0.00013739471174752118,2.7717926330295367e-5,4.599862351130695e-6
0.0018958453809924084,0.0005661084195385276,0.00013905598767173435,2.8096938319836794e-5,4.670051639741143e-6
0.0019127578485422095,0.0005720516953682824,0.00014073559131816223,2.8480776867253156e-5,4.741252680509662e-6
0.0019297970663083124,0.0005780501408666009,0.00014243370181687512,2.8869498247779448e-5,4.813479105335966e-6
0.0019469637355310888,0.0005841041837876553,0.00014415049976226354,2.9263159320728266e-5,4.886744715124908e-6
0.001964258558892621,0.0005902142542724721,0.0001458861672216232,2.9661817534598896e-5,4.961063481665636e-6
0.001981682240494231,0.0005963807848523118,0.00014764088774374973,3.0065530932219824e-5,5.03644954952888e-6
0.0019992354858337346,0.0006026042104519329,0.00014941484636754482,3.0474358155923125e-5,5.112917237981833e-6
0.002016919001782388,0.0006088849683927386,0.0001512082296306317,3.088835845275244e-5,5.190481042921603e-6
0.0020347334965615596,0.0006152234983958063,0.00015302122557797935,3.130759167970267e-5,5.269155638826451e-6
0.0020526796797191082,0.0006216202425848007,0.0001548540237705375,3.1732118308994045e-5,5.3489558807258285e-6
0.0020707582621054565,0.0006280756454887609,0.000156706815293877,3.2161999433377264e-5,5.429896806188513e-6
0.002088969955849386,0.0006345901540447706,0.00015857979276684092,3.259729677147325e-5,5.511993637329708e-6
0.0021073154743335384,0.0006411642176005026,0.00016047315035020075,3.303807267314453e-5,5.595261782836669e-6
0.002125795532169607,0.0006477982879166352,0.00016238708375531925,3.348439012490092e-5,5.6797168400134095e-6
0.0021444108451732493,0.0006544928191691512,0.00016432179025282082,3.393631275533668e-5,5.765374596844201e-6
0.0021631621303386983,0.0006612482679514962,0.0001662774686812653,3.439390484060282e-5,5.852251034076539e-6
0.002182050105813076,0.0006680650932766171,0.00016825431945582868,3.48572313099103e-5,5.94036232732301e-6
0.0022010754908704092,0.0006749437565788666,0.00017025254457698618,3.532635775106824e-5,6.029724849182994e-6
0.0022202390058853523,0.0006818847217157772,0.00017227234763919971,3.5801350416054136e-5,6.120355171383513e-6
0.002239541372306603,0.0006888884549696941,0.00017431393383960896,3.628227622661824e-5,6.212270066940145e-6
0.002258983312630033,0.0006959554250492825,0.00017637750998672377,3.67692027799199e-5,6.305486512337389e-6
0.0022785655503715016,0.00070308610309089,0.00017846328450911867,3.726219835419885e-5,6.400021689729306e-6
0.0022982888100393844,0.0007102809626597776,0.0001805714674641296,3.7761331914477965e-5,6.495892989159947e-6
0.0023181538171067914,0.0007175404797512016,0.00018270227054654925,3.826667311830121e-5,6.5931180108043056e-6
0.0023381612979834895,0.0007248651327913632,0.000184855907097323,3.877829232150274e-5,6.691714567229292e-6
0.0023583119799875252,0.0007322554026382095,0.00018703259211224596,3.92962605840117e-5,6.791700685675497e-6
0.002378606591316531,0.0007397117725820926,0.00018923254225065473,3.982064967568819e-5,6.893094610359288e-6
0.002399045861018751,0.0007472347283462799,0.00019145597584412004,4.035153208219423e-5,6.995914804795982e-6
0.002419630518963741,0.0007548247580873187,0.00019370311290513537,4.0888981010896776e-5,7.100179954143485e-6
0.0024403612958127925,0.0007624823523952524,0.0001959741751358025,4.143307039680516e-5,7.205908967567475e-6
0.002461238922989017,0.0007702080042936836,0.00019826938593651256,4.1983874908540873e-5,7.313120980627168e-6
0.00248226413264716,0.0007780022092396884,0.00020058897041462176,4.2541469954341763e-5,7.421835357682921e-6
0.0025034376576430917,0.0007858654651235717,0.00020293315539312255,4.3105931688098255e-5,7.532071694324797e-6
0.002524760231502999,0.0007937982722684743,0.00020530216941930712,4.367733701542415e-5,7.643849819823053e-6
0.002546232588392266,0.0008018011334298157,0.00020769624277342506,4.425576359975971e-5,7.757189799600058e-6
0.002567855463084062,0.0008098745537945841,0.00021011560747733195,4.484128986850889e-5,7.872111937724291e-6
0.00258962959092761,0.0008180190409804649,0.00021256049730313092,4.543399501920868e-5,7.988636779425935e-6
0.002611555707816162,0.000826235105034806,0.00021503114778180288,4.6033959025733045e-5,8.10678511363518e-6
0.0026336345501546516,0.0008345232584334209,0.00021752779621182872,4.664126264452884e-5,8.226577975541985e-6
0.002655866854827065,0.00084288401607923,0.00022005068166779966,4.725598742088591e-5,8.348036649178977e-6
0.0026782533591634735,0.0008513178953007318,0.00022260004500901547,4.787821569523893e-5,8.471182670026265e-6
0.002700794800906797,0.0008598254158503084,0.00022517612888807106,4.850803060950448e-5,8.596037827639315e-6
0.0027234919181792303,0.0008684070999023625,0.00022777917775943,4.914551611344842e-5,8.72262416829932e-6
0.002746345449448373,0.000877063472051282,0.0002304094378879839,4.9790756971089194e-5,8.850963997686743e-6
0.0027693561334930644,0.0008857950593092323,0.00023306715735759575,5.04438387671312e-5,8.98107988357759e-6
0.00279252470936889,0.000894602391103776,0.0002357525860796301,5.110484791343399e-5,9.11299465856332e-6
0.002815851916373401,0.0009034859992753165,0.000238465975801464,5.177387165551104e-5,9.24673142279352e-6
0.002839338494011019,0.0009124464180743665,0.00024120758011498349,5.2450998079064885e-5,9.38231354674264e-6
0.0028629851819576306,0.0009214841841586321,0.000243977654465059,5.313631611655135e-5,9.519764673999828e-6
0.0028867927200248848,0.0009305998365899249,0.0002467764561580048,5.382991555377994e-5,9.659108724082816e-6
0.002910761848124177,0.0009397939168308849,0.0002496042443700162,5.4531887036543464e-5,9.800369895275453e-6
0.0029348933062303306,0.0009490669687415274,0.0002524612801555868,5.52423220772832e-5,9.943572667489505e-6
0.0029591878343449714,0.0009584195385755978,0.00025534782645590583,5.596131306178392e-5,1.0088741805150213e-5
