-0.06476770814951151 - 0.14152002415877057im
-0.0649895290571175 - 0.14200471168439455im
-0.06521263058626761 - 0.14249219741914212im
-0.06543702338007508 - 0.14298250461864007im
-0.06566271819773217 - 0.14347565679215235im
-0.06588972591607653 - 0.1439716777060028im
-0.06611805753118274 - 0.1444705913870528im
-0.06634772415997968 - 0.14497242212623496im
-0.06657873704189353 - 0.14547719448214366im
-0.06681110754051788 - 0.14598493328468382im
-0.06704484714531049 - 0.14649566363877867im
-0.0672799674733179 - 0.14700941092813796im
-0.06751648027092795 - 0.14752620081908743im
-0.06775439741565101 - 0.1480460592644607im
-0.0679937309179304 - 0.14856901250755514im
-0.06823449292298256 - 0.14909508708615288im
-0.06847669571266725 - 0.1496243098366071im
-0.06872035170738901 - 0.15015670789799676im
-0.06896547346802977 - 0.15069230871634967im
-0.06921207369791356 - 0.15123114004893523im
-0.06946016524480408 - 0.15177322996862921im
-0.06970976110293525 - 0.1523186068683508im
-0.0699608744150759 - 0.15286729946557376im
-0.07021351847462909 - 0.1534193368069137im
-0.07046770672776653 - 0.1539747482727918im
-0.07072345277559904 - 0.15453356358217743im
-0.07098077037638367 - 0.15509581279741064im
-0.07123967344776808 - 0.15566152632910643im
-0.0715001760690732 - 0.15623073494114226im
-0.07176229248361454 - 0.15680346975573023im
-0.07202603710106316 - 0.15737976225857614im
-0.07229142449984714 - 0.1579596443041264im
-0.072558469429594 - 0.15854314812090517im
-0.07282718681361541 - 0.1591303063169433im
-0.07309759175143445 - 0.15972115188530064im
-0.07336969952135676 - 0.16031571820968413im
-0.07364352558308622 - 0.16091403907016288im
-0.07391908558038598 - 0.16151614864898312im
-0.07419639534378589 - 0.1621220815364835im
-0.07447547089333736 - 0.16273187273711512im
-0.07475632844141634 - 0.16334555767556558im
-0.07503898439557558 - 0.16396317220299172im
-0.07532345536144705 - 0.1645847526033614im
-0.07560975814569572 - 0.16521033559990747im
-0.07589790975902569 - 0.16583995836169657im
-0.07618792741923944 - 0.16647365851031348im
-0.07647982855435176 - 0.1671114741266652im
-0.07677363080575925 - 0.16775344375790652im
-0.07706935203146638 - 0.16839960642448917im
-0.07736701030936977 - 0.16905000162733783im
-0.07766662394060114 - 0.16970466935515494im
-0.07796821145293109 - 0.17036365009185775im
-0.07827179160423403 - 0.17102698482414963im
-0.07857738338601615 - 0.17169471504922867im
-0.0788850060270078 - 0.17236688278263723im
-0.07919467899682103 - 0.1730435305662537im
-0.07950642200967431 - 0.17372470147643135im
-0.07982025502818554 - 0.17441043913228613im
-0.0801361982672349 - 0.17510078770413692im
-0.08045427219789869 - 0.1757957919221016im
-0.08077449755145644 - 0.17649549708485227im
-0.08109689532347185 - 0.17719994906853265im
-0.08142148677795014 - 0.17790919433584174im
-0.08174829345157257 - 0.17862327994528665im
-0.08207733715801047 - 0.17934225356060876im
-0.08240863999232 - 0.18006616346038662im
-0.08274222433541992 - 0.18079505854781988im
-0.08307811285865352 - 0.18152898836069734im
-0.0834163285284371 - 0.18226800308155414im
-0.08375689461099663 - 0.18301215354802153im
-0.08409983467719455 - 0.18376149126337354im
-0.0844451726074488 - 0.18451606840727527im
-0.08479293259674578 - 0.1852759378467366im
-0.08514313915974994 - 0.18604115314727648im
-0.08549581713601137 - 0.1868117685843021im
-0.08585099169527427 - 0.1875878391547079im
-0.08620868834288796 - 0.18836942058869882im
-0.08656893292532335 - 0.1891565693618441im
-0.08693175163579642 - 0.18994934270736494im
-0.08729717102000198 - 0.19074779862866256im
-0.08766521798195961 - 0.1915519959120923im
-0.08803591978997453 - 0.192361994139988im
-0.0884093040827159 - 0.1931778537039436im
-0.08878539887541548 - 0.19399963581835725im
-0.089164232566189 - 0.19482740253424388im
-0.0895458339424834 - 0.19566121675332263im
-0.0899302321876526 - 0.19650114224238507im
-0.09031745688766492 - 0.19734724364795148im
-0.09070753803794501 - 0.19819958651122038im
-0.09110050605035366 - 0.19905823728331995im
-0.09149639176030827 - 0.19992326334086635im
-0.09189522643404789 - 0.20079473300183834im
-0.09229704177604547 - 0.2016727155417731im
-0.0927018699365713 - 0.20255728121029284im
-0.09310974351941109 - 0.20344850124796912im
-0.09352069558974226 - 0.20434644790353257im
-0.09393475968217191 - 0.20525119445143655im
